"","text","created_at","retweet_count","favorite_count","clean","sent.value","category","response","month","year","week"
"11480","Our economy is better than it has been in many decades. Businesses are coming back to America like never before. Chrysler as an example is leaving Mexico and coming back to the USA. Unemployment is nearing record lows. We are on the right track!",2018-01-28,42337,199787,"Our economy is better than it has been in many decades. Businesses are coming back to America like never before. Chrysler as an example is leaving Mexico and coming back to the USA. Unemployment is nearing record lows. We are on the right track!",1.5,"positive",242124,2018-01-01,2018-01-01,2018-01-22
"11482","Democrats are not interested in Border Safety &amp; Security or in the funding and rebuilding of our Military. They are only interested in Obstruction!",2018-01-28,35964,157413,"Democrats are not interested in Border Safety &amp; Security or in the funding and rebuilding of our Military. They are only interested in Obstruction!",1.6,"positive",193377,2018-01-01,2018-01-01,2018-01-22
"11484","Taliban targeted innocent Afghans brave police in Kabul today. Our thoughts and prayers go to the victims and first responders. We will not allow the Taliban to win!",2018-01-27,22155,114304,"Taliban targeted innocent Afghans brave police in Kabul today. Our thoughts and prayers go to the victims and first responders. We will not allow the Taliban to win!",1.05,"positive",136459,2018-01-01,2018-01-01,2018-01-22
"11486","Thank you to Brandon Judd of the National Border Patrol Council for his strong statement on @foxandfriends that we very badly NEED THE WALL. Must also end loophole of “catch &amp; release” and clean up the legal and other procedures at the border NOW for Safety &amp; Security reasons.",2018-01-27,29292,124248,"Thank you to Brandon Judd of the National Border Patrol Council for his strong statement on @foxandfriends that we very badly NEED THE WALL. Must also end loophole of “catch &amp; release” and clean up the legal and other procedures at the border NOW for Safety &amp; Security reasons.",2.2,"positive",153540,2018-01-01,2018-01-01,2018-01-22
"11487","Thank you for the wonderful welcome @WEF! #Davos2018 https://t.co/IQkoQJxR5B",2018-01-26,16392,72341,"Thank you for the wonderful welcome @WEF! #Davos2018 https://t.co/IQkoQJxR5B",1.75,"positive",88733,2018-01-01,2018-01-01,2018-01-22
"11489","Heading back from a very exciting two days in Davos Switzerland. Speech on America’s economic revival was well received. Many of the people I met will be investing in the U.S.A.! #MAGA",2018-01-26,22686,112306,"Heading back from a very exciting two days in Davos Switzerland. Speech on America’s economic revival was well received. Many of the people I met will be investing in the U.S.A.! #MAGA",2.65,"positive",134992,2018-01-01,2018-01-01,2018-01-22
"11491","Great bilateral meeting with President @Alain_Berset of the Swiss Confederation - as we continue to strengthen our great friendship. Such an honor to be in Switzerland! #WEF18 https://t.co/87pLrCpQkZ",2018-01-26,10795,55881,"Great bilateral meeting with President @Alain_Berset of the Swiss Confederation - as we continue to strengthen our great friendship. Such an honor to be in Switzerland! #WEF18 https://t.co/87pLrCpQkZ",2.9,"positive",66676,2018-01-01,2018-01-01,2018-01-22
"11492","It was an honor to meet with Republic of Rwanda President Paul Kagame this morning in Davos Switzerland. Many great discussions! #WEF18 https://t.co/SaPzwVhDiB",2018-01-26,12518,63689,"It was an honor to meet with Republic of Rwanda President Paul Kagame this morning in Davos Switzerland. Many great discussions! #WEF18 https://t.co/SaPzwVhDiB",1.5,"positive",76207,2018-01-01,2018-01-01,2018-01-22
"11496","Great bilateral meeting with Prime Minister Theresa May of the United Kingdom affirming the special relationship and our commitment to work together on key national security challenges and economic opportunities. #WEF18 https://t.co/FPP8aRDAyt",2018-01-25,16111,76560,"Great bilateral meeting with Prime Minister Theresa May of the United Kingdom affirming the special relationship and our commitment to work together on key national security challenges and economic opportunities. #WEF18 https://t.co/FPP8aRDAyt",3.4,"positive",92671,2018-01-01,2018-01-01,2018-01-22
"11497","Will soon be heading to Davos Switzerland to tell the world how great America is and is doing. Our economy is now booming and with all I am doing will only get better...Our country is finally WINNING again!",2018-01-25,28521,153096,"Will soon be heading to Davos Switzerland to tell the world how great America is and is doing. Our economy is now booming and with all I am doing will only get better...Our country is finally WINNING again!",2.2,"positive",181617,2018-01-01,2018-01-01,2018-01-22
"11498","It was my great honor to welcome Mayor’s from across America to the WH. My Administration will always support local government - and listen to the leaders who know their communities best. Together we will usher in a bold new era of Peace and Prosperity! https://t.co/dmYECTnk0a https://t.co/RSv7V7r0DT",2018-01-24,16891,79440,"It was my great honor to welcome Mayor’s from across America to the WH. My Administration will always support local government - and listen to the leaders who know their communities best. Together we will usher in a bold new era of Peace and Prosperity! https://t.co/dmYECTnk0a https://t.co/RSv7V7r0DT",4.8,"positive",96331,2018-01-01,2018-01-01,2018-01-22
"11503","Thank you to General John Kelly who is doing a fantastic job and all of the Staff and others in the White House for a job well done. Long hours and Fake reporting makes your job more difficult but it is always great to WIN and few have won more than us!",2018-01-23,21698,97892,"Thank you to General John Kelly who is doing a fantastic job and all of the Staff and others in the White House for a job well done. Long hours and Fake reporting makes your job more difficult but it is always great to WIN and few have won more than us!",3.1,"positive",119590,2018-01-01,2018-01-01,2018-01-22
"11504","Nobody knows for sure that the Republicans &amp; Democrats will be able to reach a deal on DACA by February 8 but everyone will be trying....with a big additional focus put on Military Strength and Border Security. The Dems have just learned that a Shutdown is not the answer!",2018-01-23,24229,112958,"Nobody knows for sure that the Republicans &amp; Democrats will be able to reach a deal on DACA by February 8 but everyone will be trying....with a big additional focus put on Military Strength and Border Security. The Dems have just learned that a Shutdown is not the answer!",1.85,"positive",137187,2018-01-01,2018-01-01,2018-01-22
"11505","In one of the biggest stories in a long time the FBI now says it is missing five months worth of lovers Strzok-Page texts perhaps 50000 and all in prime time. Wow!",2018-01-23,36971,134949,"In one of the biggest stories in a long time the FBI now says it is missing five months worth of lovers Strzok-Page texts perhaps 50000 and all in prime time. Wow!",1.1,"positive",171920,2018-01-01,2018-01-01,2018-01-22
"11506","In one of the biggest stories in a long time the FBI says it is now missing five months worth of lovers Strzok - Page texts perhaps 50000 all in prime time. Wow!",2018-01-23,1115,3377,"In one of the biggest stories in a long time the FBI says it is now missing five months worth of lovers Strzok - Page texts perhaps 50000 all in prime time. Wow!",1.1,"positive",4492,2018-01-01,2018-01-01,2018-01-22
"11508","Big win for Republicans as Democrats cave on Shutdown. Now I want a big win for everyone including Republicans Democrats and DACA but especially for our Great Military and Border Security. Should be able to get there. See you at the negotiating table!",2018-01-23,28224,133812,"Big win for Republicans as Democrats cave on Shutdown. Now I want a big win for everyone including Republicans Democrats and DACA but especially for our Great Military and Border Security. Should be able to get there. See you at the negotiating table!",1.85,"positive",162036,2018-01-01,2018-01-01,2018-01-22
"11511","The Democrats are turning down services and security for citizens in favor of services and security for non-citizens. Not good!",2018-01-22,33480,132396,"The Democrats are turning down services and security for citizens in favor of services and security for non-citizens. Not good!",1.35,"positive",165876,2018-01-01,2018-01-01,2018-01-22
"11512","Thank you to Brad Blakeman on @FoxNews for grading year one of my presidency with an “A”-and likewise to Doug Schoen for the very good grade and statements. Working hard!",2018-01-22,23749,127050,"Thank you to Brad Blakeman on @FoxNews for grading year one of my presidency with an “A”-and likewise to Doug Schoen for the very good grade and statements. Working hard!",1.25,"positive",150799,2018-01-01,2018-01-01,2018-01-22
"11517","Beautiful weather all over our great country a perfect day for all Women to March. Get out there now to celebrate the historic milestones and unprecedented economic success and wealth creation that has taken place over the last 12 months. Lowest female unemployment in 18 years!",2018-01-20,53725,209710,"Beautiful weather all over our great country a perfect day for all Women to March. Get out there now to celebrate the historic milestones and unprecedented economic success and wealth creation that has taken place over the last 12 months. Lowest female unemployment in 18 years!",2.95,"positive",263435,2018-01-01,2018-01-01,2018-01-15
"11523","Not looking good for our great Military or Safety &amp; Security on the very dangerous Southern Border. Dems want a Shutdown in order to help diminish the great success of the Tax Cuts and what they are doing for our booming economy.",2018-01-20,31457,117670,"Not looking good for our great Military or Safety &amp; Security on the very dangerous Southern Border. Dems want a Shutdown in order to help diminish the great success of the Tax Cuts and what they are doing for our booming economy.",1.05,"positive",149127,2018-01-01,2018-01-01,2018-01-15
