"","text","created_at","retweet_count","favorite_count","clean","sent.value","category","response","month","year"
"12032","...It is all a GIANT AND ILLEGAL HOAX developed long before the election itself but used as an excuse by the Democrats as to why Crooked Hillary Clinton lost the Election! Someday the Fake News Media will turn honest &amp; report that Donald J. Trump was actually a GREAT Candidate!",2019-02-08,29603,138555,"...It is all a GIANT AND ILLEGAL HOAX developed long before the election itself but used as an excuse by the Democrats as to why Crooked Hillary Clinton lost the Election! Someday the Fake News Media will turn honest &amp; report that Donald J. Trump was actually a GREAT Candidate!",-3.35,"negative",168158,2019-02-01,2019-01-01
"12034","Now we find out that Adam Schiff was spending time together in Aspen with Glenn Simpson of GPS Fusion who wrote the fake and discredited Dossier even though Simpson was testifying before Schiff. John Solomon of @thehill",2019-02-08,30417,94351,"Now we find out that Adam Schiff was spending time together in Aspen with Glenn Simpson of GPS Fusion who wrote the fake and discredited Dossier even though Simpson was testifying before Schiff. John Solomon of @thehill",-1.55,"negative",124768,2019-02-01,2019-01-01
"12041","PRESIDENTIAL HARASSMENT! It should never be allowed to happen again!",2019-02-07,32701,162767,"PRESIDENTIAL HARASSMENT! It should never be allowed to happen again!",-1,"negative",195468,2019-02-01,2019-01-01
"12043","....The Dems and their committees are going “nuts.” The Republicans never did this to President Obama there would be no time left to run government. I hear other committee heads will do the same thing. Even stealing people who work at White House! A continuation of Witch Hunt!",2019-02-07,26882,116586,"....The Dems and their committees are going “nuts.” The Republicans never did this to President Obama there would be no time left to run government. I hear other committee heads will do the same thing. Even stealing people who work at White House! A continuation of Witch Hunt!",-1.25,"negative",143468,2019-02-01,2019-01-01
"12056","Ed Gillespie who ran for Governor of the Great State of Virginia against Ralph Northam must now be thinking Malpractice and Dereliction of Duty with regard to his Opposition Research Staff. If they find that terrible picture before the election he wins by 20 points!",2019-02-03,23815,109828,"Ed Gillespie who ran for Governor of the Great State of Virginia against Ralph Northam must now be thinking Malpractice and Dereliction of Duty with regard to his Opposition Research Staff. If they find that terrible picture before the election he wins by 20 points!",-1.25,"negative",133643,2019-02-01,2019-01-01
"12067","Nellie Ohr the wife of DOJ official Bruce Ohr was long ago investigating for pay (GPS Fusion) members of my family feeding it to her husband who was then giving it to the FBI even though it was created by ousted &amp; discredited Christopher Steele. Illegal! WITCH HUNT",2019-02-01,26268,103218,"Nellie Ohr the wife of DOJ official Bruce Ohr was long ago investigating for pay (GPS Fusion) members of my family feeding it to her husband who was then giving it to the FBI even though it was created by ousted &amp; discredited Christopher Steele. Illegal! WITCH HUNT",-2.05,"negative",129486,2019-02-01,2019-01-01
"12073","Very sadly Murder cases in Mexico in 2018 rose 33% from 2017 to 33341. This is a big contributor to the Humanitarian Crisis taking place on our Southern Border and then spreading throughout our Country. Worse even than Afghanistan. Much caused by DRUGS. Wall is being built!",2019-01-31,21744,90701,"Very sadly Murder cases in Mexico in 2018 rose 33% from 2017 to 33341. This is a big contributor to the Humanitarian Crisis taking place on our Southern Border and then spreading throughout our Country. Worse even than Afghanistan. Much caused by DRUGS. Wall is being built!",-1.4,"negative",112445,2019-01-01,2019-01-01
"12074","Schumer and the Democrats are big fans of being weak and passive with Iran. They have no clue as to the danger they would be inflicting on our Country. Iran is in financial chaos now because of the sanctions and Iran Deal termination. Dems put us in a bad place - but now good!",2019-01-31,21401,94728,"Schumer and the Democrats are big fans of being weak and passive with Iran. They have no clue as to the danger they would be inflicting on our Country. Iran is in financial chaos now because of the sanctions and Iran Deal termination. Dems put us in a bad place - but now good!",-2.45,"negative",116129,2019-01-01,2019-01-01
"12077","Democrats are becoming the Party of late term abortion high taxes Open Borders and Crime!",2019-01-31,43513,144571,"Democrats are becoming the Party of late term abortion high taxes Open Borders and Crime!",-1.8,"negative",188084,2019-01-01,2019-01-01
"12083","Very sadly Murder cases in Mexico in 2018 rose 33% from 2017 to 33341. This is a big contributor to the Humanitarian Crises taking place on our Southern Border and then spreading throughout our Country. Worse even than Afghanistan. Much caused by DRUGS. Wall is being built!",2019-01-31,12018,49052,"Very sadly Murder cases in Mexico in 2018 rose 33% from 2017 to 33341. This is a big contributor to the Humanitarian Crises taking place on our Southern Border and then spreading throughout our Country. Worse even than Afghanistan. Much caused by DRUGS. Wall is being built!",-1.65,"negative",61070,2019-01-01,2019-01-01
"12090","....a source of potential danger and conflict. They are testing Rockets (last week) and more and are coming very close to the edge. There economy is now crashing which is the only thing holding them back. Be careful of Iran. Perhaps Intelligence should go back to school!",2019-01-30,20997,90174,"....a source of potential danger and conflict. They are testing Rockets (last week) and more and are coming very close to the edge. There economy is now crashing which is the only thing holding them back. Be careful of Iran. Perhaps Intelligence should go back to school!",-2.25,"negative",111171,2019-01-01,2019-01-01
"12091","The Intelligence people seem to be extremely passive and naive when it comes to the dangers of Iran. They are wrong! When I became President Iran was making trouble all over the Middle East and beyond. Since ending the terrible Iran Nuclear Deal they are MUCH different but....",2019-01-30,20834,94490,"The Intelligence people seem to be extremely passive and naive when it comes to the dangers of Iran. They are wrong! When I became President Iran was making trouble all over the Middle East and beyond. Since ending the terrible Iran Nuclear Deal they are MUCH different but....",-3.4,"negative",115324,2019-01-01,2019-01-01
"12093","If the committee of Republicans and Democrats now meeting on Border Security is not discussing or contemplating a Wall or Physical Barrier they are Wasting their time!",2019-01-30,25915,113644,"If the committee of Republicans and Democrats now meeting on Border Security is not discussing or contemplating a Wall or Physical Barrier they are Wasting their time!",-1.5,"negative",139559,2019-01-01,2019-01-01
"12096","When I became President ISIS was out of control in Syria &amp; running rampant. Since then tremendous progress made especially over last 5 weeks. Caliphate will soon be destroyed unthinkable two years ago. Negotiating are proceeding well in Afghanistan after 18 years of fighting..",2019-01-30,19574,93019,"When I became President ISIS was out of control in Syria &amp; running rampant. Since then tremendous progress made especially over last 5 weeks. Caliphate will soon be destroyed unthinkable two years ago. Negotiating are proceeding well in Afghanistan after 18 years of fighting..",-1.55,"negative",112593,2019-01-01,2019-01-01
"12099","A low level staffer that I hardly knew named Cliff Sims wrote yet another boring book based on made up stories and fiction. He pretended to be an insider when in fact he was nothing more than a gofer. He signed a non-disclosure agreement. He is a mess!",2019-01-29,24250,123880,"A low level staffer that I hardly knew named Cliff Sims wrote yet another boring book based on made up stories and fiction. He pretended to be an insider when in fact he was nothing more than a gofer. He signed a non-disclosure agreement. He is a mess!",-1.35,"negative",148130,2019-01-01,2019-01-01
